Employee ID,Name,Department,Job Role,Performance Score,KPI Score,Attendance (%),Peer Rating,Task Completion (%),Work Hours Logged,Manager Feedback,Training Hours,Promotion Eligibility,Attendance Status,Performance Category,Productivity Index,Work Efficiency,standardize mf
675019,Devansh Chander,Finance,Auditor,50,92.85,75.92,3.1,95.35,52,3.8,6,No,Poor,Needs Improvement,48.65,1.833653846,Average
326885,Kiaan Goswami,IT,Cybersecurity Specialist,69,71.13,96.81,4.8,75.48,48,4.8,5,No,Excellent,Average,48.31,1.5725,Excellent
803681,Vritika Kala,Sales,Account Manager,51,79.04,76.3,3.5,87.92,53,3.5,8,No,Poor,Needs Improvement,44.51333333,1.658867925,Average
525050,Mahika Saxena,Marketing,Marketing Executive,55,71.99,98.29,4.9,97.9,37,3.6,25,No,Excellent,Needs Improvement,43.96333333,2.645945946,Average
603407,Kavya Shah,HR,Employee Relations,56,75.28,76.55,4.3,95.42,41,3.1,30,No,Poor,Needs Improvement,45.19333333,2.327317073,Average
211921,Pari Zacharia,HR,Employee Relations,62,75.99,83.45,5,94.67,39,4.9,14,No,Average,Average,47.66333333,2.427435897,Excellent
582539,Ira Iyengar,HR,HR Manager,69,89.6,77.11,4.9,89.4,45,4.9,16,No,Poor,Average,54.5,1.986666667,Excellent
713340,Tanya Taneja,Finance,Financial Analyst,100,86.58,75.08,3.6,70.37,50,4,3,No,Poor,Outstanding,63.39333333,1.4074,Excellent
162959,Tiya Mannan,Sales,Account Manager,99,70.02,79.34,3.4,96.43,38,3.4,14,No,Poor,Outstanding,57.47333333,2.537631579,Average
692057,Vritika Verma,Marketing,Content Strategist,52,66.63,91.34,3.2,99.5,43,4.8,8,No,Good,Needs Improvement,40.61,2.313953488,Excellent
886392,Heer Kale,Finance,Accountant,87,81.62,75.18,3.9,87.27,46,4.2,4,Yes,Poor,Good,57.50666667,1.897173913,Excellent
311713,Shanaya Krishnan,Finance,Financial Analyst,69,60.63,90.4,4.3,89.77,51,3.9,17,No,Good,Average,44.64333333,1.760196078,Average
420151,Anya Wadhwa,Finance,Auditor,60,87.52,97.52,3.9,70.66,51,4.6,8,No,Excellent,Average,50.47333333,1.385490196,Excellent
690698,Devansh Tandon,Marketing,Marketing Executive,66,73.3,82.1,3.8,81.2,38,4.4,2,No,Average,Average,47.7,2.136842105,Excellent
978856,Vritika Walla,Sales,Account Manager,65,93.11,84.62,4.3,91.25,39,3.7,13,No,Average,Average,54.13666667,2.33974359,Average
171922,Mohanlal Kari,Marketing,SEO Specialist,77,73.74,88.29,3.3,99.22,42,4.1,13,No,Average,Good,51.34666667,2.362380952,Excellent
978968,Kiaan Bora,Marketing,Content Strategist,86,79.1,98.03,4,99.26,52,4.1,22,Yes,Excellent,Good,56.36666667,1.908846154,Excellent
560366,Siya Ramakrishnan,HR,Recruitment Specialist,83,91.48,96.91,4.8,97.58,49,3.4,14,No,Excellent,Good,59.76,1.991428571,Average
168956,Kaira Golla,Finance,Accountant,92,72.69,99.03,4.1,98.73,54,4.5,10,Yes,Excellent,Outstanding,56.26333333,1.828333333,Excellent
654455,Aarna Saxena,IT,Software Engineer,71,62.39,75.49,4.6,80.84,38,3.1,5,No,Poor,Average,45.99666667,2.127368421,Average
727177,Siya Brar,Finance,Auditor,53,61.01,93.18,4.7,84.28,50,3.2,12,No,Good,Needs Improvement,39.57,1.6856,Average
553994,Jayan Bora,Sales,Account Manager,75,69.36,87.12,4.8,82.27,44,4.4,0,No,Average,Good,49.72,1.869772727,Excellent
474749,Seher Hora,IT,Data Analyst,73,88.58,78.42,3.8,72.05,52,4.8,16,No,Poor,Average,55.12666667,1.385576923,Excellent
404381,Anahi Bakshi,Marketing,Content Strategist,83,86.51,78.79,4.9,99.48,43,4.2,19,No,Poor,Good,58.13666667,2.313488372,Excellent
149475,Nitara Dhaliwal,Finance,Financial Analyst,67,62.85,76.6,3.8,71.82,52,3.2,24,No,Poor,Average,44.55,1.381153846,Average
165487,Lakshit Kibe,HR,Recruitment Specialist,85,73.57,85.75,3.8,71.09,51,3.9,2,No,Average,Good,54.12333333,1.393921569,Average
618249,Pihu Sane,Marketing,SEO Specialist,64,79.48,98.75,4.6,89.46,44,4,21,No,Excellent,Average,49.36,2.033181818,Excellent
132554,Aaryahi Krishna,Finance,Accountant,92,89.37,95.72,4.8,70.93,45,3.9,3,No,Excellent,Outstanding,62.05666667,1.576222222,Average
995697,Divit Kata,Sales,Business Development,52,60.46,92.52,4.6,87.16,49,3.5,18,No,Good,Needs Improvement,39.02,1.77877551,Average
709737,Saanvi Chatterjee,Sales,Business Development,58,66.35,77.4,3.9,71.62,42,4,15,No,Poor,Needs Improvement,42.75,1.705238095,Excellent
292420,Baiju Chaudhuri,Marketing,Content Strategist,61,84.44,84.67,4.6,79.94,44,3.4,20,No,Average,Average,50.01333333,1.816818182,Average
549479,Lakshay Seshadri,HR,Employee Relations,69,73.67,89.24,4.3,72.27,41,3.3,16,No,Average,Average,48.99,1.762682927,Average
925538,Hridaan Gour,Finance,Accountant,73,73.41,95.83,4,97.73,37,3.7,18,No,Excellent,Average,50.13666667,2.641351351,Average
948763,Darshit Baral,HR,HR Manager,91,93.43,88.25,4.4,97.58,50,3.6,19,No,Average,Outstanding,62.94333333,1.9516,Average
314725,Miraya Mani,IT,Software Engineer,89,92.41,96.04,3.5,93.89,44,3.7,7,No,Excellent,Good,61.63666667,2.133863636,Average
429616,Vivaan Shan,Marketing,Marketing Executive,100,76.05,83.95,4.1,73.2,50,4.1,23,Yes,Average,Outstanding,60.05,1.464,Excellent
774009,Mamooty Bakshi,Finance,Accountant,59,61.11,78.26,3,96.55,35,3.1,12,No,Poor,Needs Improvement,41.03666667,2.758571429,Average
317578,Jivika Bhalla,HR,Recruitment Specialist,60,92.2,96.47,4,99.65,45,4.3,29,No,Excellent,Average,52.06666667,2.214444444,Excellent
306725,Divyansh Goyal,Sales,Account Manager,68,91.06,84.69,3.5,76.79,46,3.2,13,No,Average,Average,54.18666667,1.669347826,Average
485549,Bhavin Setty,HR,Recruitment Specialist,65,67.41,94.3,4.4,79.77,47,3,30,No,Good,Average,45.60333333,1.697234043,Average
331817,Yuvaan Mani,Sales,Business Development,68,79.92,99.5,4.6,82.04,54,3.4,11,No,Excellent,Average,50.84,1.519259259,Average
114099,Advik Sinha,Marketing,Marketing Executive,85,93.7,77.04,3.1,70.18,48,4.6,26,No,Poor,Good,60.6,1.462083333,Excellent
139080,Devansh Kothari,HR,Employee Relations,100,92.56,93.63,4,94.87,50,3.8,2,No,Good,Outstanding,65.52,1.8974,Average
305887,Inaaya  Sha,Finance,Accountant,81,80.86,75.29,3.3,79.25,40,4.2,29,No,Poor,Good,55.05333333,1.98125,Excellent
639096,Aniruddh Mangal,Sales,Account Manager,97,83.83,82.95,5,82.2,53,4.7,29,Yes,Average,Outstanding,61.94333333,1.550943396,Excellent
262442,Divyansh Chandran,HR,Recruitment Specialist,93,89.27,77.43,3.9,80.2,41,3.4,30,No,Poor,Outstanding,62.05666667,1.956097561,Average
710432,Trisha Dara,HR,Employee Relations,65,61.39,88.39,4.8,99.38,35,5,2,No,Average,Average,43.73,2.839428571,Excellent
438030,Mishti Ravi,Finance,Accountant,87,84.58,97.31,4.6,74.96,52,4.4,6,Yes,Excellent,Good,58.72666667,1.441538462,Excellent
967292,Neysa Chawla,Marketing,Content Strategist,67,89.39,87.22,4.2,97.04,41,3,30,No,Average,Average,53.53,2.366829268,Average
840198,Nirvaan Bali,IT,Cybersecurity Specialist,71,74.32,89.62,4.1,87.45,53,3.7,22,No,Average,Average,49.80666667,1.65,Average
158146,Divit Bhalla,IT,Software Engineer,73,94.09,84.21,3.6,74.29,52,4,5,No,Average,Average,56.89666667,1.428653846,Excellent
741554,Purab Srinivas,Marketing,Content Strategist,70,83.44,92.82,4.5,80.9,39,3.2,9,No,Good,Average,52.64666667,2.074358974,Average
594881,Vihaan Goda,IT,Software Engineer,95,66.14,93.46,3.3,92.86,35,4,20,No,Good,Outstanding,54.81333333,2.653142857,Excellent
794196,Indrans Bal,HR,Recruitment Specialist,69,88.67,96.95,3.4,78.69,39,3.5,10,No,Excellent,Average,53.69,2.017692308,Average
731647,Raunak Kothari,Finance,Auditor,51,67.04,88.21,3.3,70.57,40,3.4,9,No,Average,Needs Improvement,40.44666667,1.76425,Average
818673,Yasmin Rastogi,Marketing,SEO Specialist,74,74.62,87.29,4.7,78.31,53,4.4,9,No,Average,Average,51.10666667,1.47754717,Excellent
336865,Manikya Choudhary,Sales,Account Manager,89,66.98,79.44,4.1,93.99,49,4.9,25,Yes,Poor,Good,53.36,1.918163265,Excellent
129211,Raunak Sodhi,Finance,Accountant,55,63.76,78.07,4.4,96.11,43,3.3,29,No,Poor,Needs Improvement,41.05333333,2.235116279,Average
395943,Ivan Mallick,Marketing,SEO Specialist,100,77.85,98.96,4.9,99.4,54,4.4,28,Yes,Excellent,Outstanding,60.91666667,1.840740741,Excellent
675021,Damini Bala,Marketing,Marketing Executive,53,91.27,92.06,4.3,73.77,49,4.7,27,No,Good,Needs Improvement,49.52333333,1.505510204,Excellent
887129,Samar Sanghvi,IT,Software Engineer,85,89.12,99.83,4.3,89.43,39,3.6,27,No,Excellent,Good,59.47333333,2.293076923,Average
830319,Keya Brar,Marketing,Marketing Executive,95,81.37,88.09,4.2,81.42,50,3.4,20,No,Average,Outstanding,60.19,1.6284,Average
918541,Divit Ravel,Finance,Accountant,80,93.92,96.33,4,79.26,35,5,24,No,Excellent,Good,59.30666667,2.264571429,Excellent
337244,Ela Gole,Sales,Sales Executive,89,68.59,93.37,3.6,88.01,42,4,29,No,Good,Good,53.73,2.09547619,Excellent
346485,Dhruv Bali,IT,Data Analyst,78,64.88,75.76,4,82.66,36,4.1,25,No,Poor,Good,48.96,2.296111111,Excellent
568048,Jivin Lanka,HR,Employee Relations,87,72.71,91.81,3.2,70.53,37,4.3,18,Yes,Good,Good,54.30333333,1.906216216,Excellent
689881,Lavanya Sengupta,Sales,Business Development,69,68.51,99.85,4,82.67,49,4.8,23,No,Excellent,Average,47.17,1.687142857,Excellent
920549,Vidur Vala,Marketing,Marketing Executive,63,72.34,91.38,3.3,92.85,40,4.5,10,No,Good,Average,46.21333333,2.32125,Excellent
684377,Anahita Wadhwa,HR,Employee Relations,68,88.79,98.65,4.8,82.72,36,4.9,30,No,Excellent,Average,53.86333333,2.297777778,Excellent
809194,Advika Grewal,Finance,Financial Analyst,60,74.86,80.45,3.9,81.33,46,3.7,29,No,Average,Average,46.25333333,1.768043478,Average
373287,Ojas Halder,Finance,Accountant,61,66.01,93.02,4.3,93.13,48,3.8,10,No,Good,Average,43.77,1.940208333,Average
348494,Suhana Deep,Marketing,Content Strategist,82,91.11,87.16,4.9,97.63,39,4.3,3,No,Average,Good,59.33666667,2.503333333,Excellent
991106,Hazel Subramanian,HR,Employee Relations,77,83.47,77.45,3.5,95.55,51,4.4,15,No,Poor,Good,54.65666667,1.873529412,Excellent
434736,Mishti Gaba,Marketing,SEO Specialist,59,62.49,78.74,3.5,89.19,35,4.9,4,No,Poor,Needs Improvement,41.66333333,2.548285714,Excellent
300291,Dhanush Shukla,Finance,Auditor,87,82.84,83.2,4.3,75.63,49,4.4,10,Yes,Average,Good,58.04666667,1.543469388,Excellent
930682,Veer Bhasin,Sales,Business Development,88,63.61,84.95,4.9,89.8,41,4.5,28,Yes,Average,Good,52.17,2.190243902,Excellent
872547,Lakshit Rout,Finance,Financial Analyst,63,89.11,82.6,4.9,96.99,45,4.6,5,No,Average,Average,52.33666667,2.155333333,Excellent
137227,Kashvi Chana,Sales,Sales Executive,80,73.94,83.52,4.2,85.29,43,3.7,4,No,Average,Good,52.71333333,1.983488372,Average
492346,Samarth Varughese,HR,Recruitment Specialist,91,84.47,89.53,4.5,86.93,44,4.7,11,Yes,Average,Outstanding,59.99,1.975681818,Excellent
104894,Arhaan Raman,Marketing,Marketing Executive,82,85.32,84.22,4.3,98.69,55,3.6,23,No,Average,Good,57.20666667,1.794363636,Average
574980,Eshani Soman,IT,Data Analyst,76,72.37,80.74,3.7,96.2,53,4.2,0,No,Average,Good,50.69,1.81509434,Excellent
938510,Nakul Madan,HR,HR Manager,83,61.97,93.79,4.2,86.91,53,3,26,No,Good,Good,49.72333333,1.639811321,Average
914691,Aradhya Handa,Sales,Business Development,94,70.22,81.05,4.1,98.95,41,3.3,16,No,Average,Outstanding,56.10666667,2.413414634,Average
959287,Mishti Sarin,HR,Employee Relations,55,61.91,96.05,3.5,95.43,52,4.1,6,No,Excellent,Needs Improvement,40.13666667,1.835192308,Excellent
657468,Zoya Som,HR,Employee Relations,70,64.93,99.55,4.9,74.63,37,3.8,4,No,Excellent,Average,46.61,2.017027027,Average
251209,Mannat Bakshi,Finance,Financial Analyst,57,64.03,83.62,3.6,73.33,52,3.7,29,No,Average,Needs Improvement,41.54333333,1.410192308,Average
627672,Keya Butala,Finance,Accountant,68,69.35,81.57,4.6,93.75,45,4.9,14,No,Average,Average,47.31666667,2.083333333,Excellent
283291,Alia Sawhney,IT,Data Analyst,64,66.32,93.61,4.5,70.27,52,4.4,2,No,Good,Average,44.94,1.351346154,Excellent
366737,Vritika Khalsa,Marketing,Content Strategist,96,71.52,80.62,4.1,83.72,37,3.2,30,No,Average,Outstanding,57.20666667,2.262702703,Average
722297,Neelofar Keer,Sales,Account Manager,87,93.59,76.5,4,86.67,50,4,29,No,Poor,Good,61.53,1.7334,Excellent
814101,Divyansh Kaur,Marketing,SEO Specialist,85,70.61,78.81,4.7,92.78,51,3.6,10,No,Poor,Good,53.43666667,1.819215686,Average
381345,Abram Mane,Finance,Accountant,73,92.29,93.66,3.9,81.26,38,3.8,27,No,Good,Average,56.39666667,2.138421053,Average
295113,Gatik Guha,Marketing,Content Strategist,86,62.94,86,4.1,93.43,52,4.9,8,Yes,Average,Good,51.01333333,1.796730769,Excellent
414900,Dharmajan Kalita,HR,Recruitment Specialist,96,69.58,92.53,4.9,93.79,41,4.6,2,Yes,Good,Outstanding,56.82666667,2.287560976,Excellent
933548,Riya Dani,Marketing,Marketing Executive,74,94.91,91.43,4.7,73.81,54,4,9,No,Good,Average,57.87,1.366851852,Excellent
218595,Nitara Sarma,Marketing,Marketing Executive,84,91.62,85.68,4.4,78.13,48,4,29,No,Average,Good,60.00666667,1.627708333,Excellent
384248,Kimaya Ghosh,IT,Software Engineer,89,61.94,82.49,3.2,95.06,44,3.5,16,No,Average,Good,51.38,2.160454545,Average
501422,Purab Bhargava,Finance,Auditor,86,78.38,92.79,4.1,76.69,46,4.4,16,Yes,Good,Good,56.16,1.667173913,Excellent
403338,Manikya Wable,Sales,Account Manager,55,74.28,95.73,4.4,76.67,49,3.9,3,No,Excellent,Needs Improvement,44.56,1.564693878,Average
850100,Adah Solanki,Finance,Accountant,73,92.89,91.11,4.2,96.42,38,4.8,29,No,Good,Average,56.69666667,2.537368421,Excellent
522109,Purab Chhabra,Sales,Business Development,66,87.5,83.23,3.3,99.73,36,4,10,No,Average,Average,52.26666667,2.770277778,Excellent
709198,Samar Raju,Finance,Accountant,99,62.15,97.44,3.1,73.27,46,4.2,4,Yes,Excellent,Outstanding,54.75,1.592826087,Excellent
829551,Ojas Kannan,Sales,Sales Executive,79,90.67,99.21,5,96.12,49,4.8,0,No,Excellent,Good,58.22333333,1.961632653,Excellent
480394,Sara Vala,HR,Employee Relations,80,75.41,84.97,4.7,71.11,41,3.9,18,No,Average,Good,53.37,1.734390244,Average
941122,Hrishita Bala,Finance,Financial Analyst,71,68.2,95.9,4.5,72.63,49,3.1,26,No,Excellent,Average,47.9,1.482244898,Average
296812,Inaaya  Kurian,Sales,Business Development,57,73.85,95.95,4.1,73.03,55,4.1,7,No,Excellent,Needs Improvement,44.98333333,1.327818182,Excellent
706124,Akarsh De,Finance,Accountant,77,85.94,96.56,4.6,77.14,50,4.1,10,No,Excellent,Good,55.84666667,1.5428,Excellent
297819,Jivika Sant,Finance,Accountant,75,93.96,95.16,3.2,72.88,45,3.5,14,No,Excellent,Good,57.38666667,1.619555556,Average
165053,Ivana Viswanathan,HR,HR Manager,95,87.78,98.1,4.2,91.24,45,3.9,6,No,Excellent,Outstanding,62.32666667,2.027555556,Average
398012,Adah Sarraf,Marketing,Content Strategist,98,77.83,90.06,3.8,70.22,41,4.9,18,Yes,Good,Outstanding,59.87666667,1.712682927,Excellent
555457,Veer Kumar,IT,Cybersecurity Specialist,59,70.8,92.99,4.9,95.76,37,4.4,28,No,Good,Needs Improvement,44.9,2.588108108,Excellent
177315,Aayush Kibe,HR,HR Manager,91,88.79,99.39,4,88.02,47,5,1,Yes,Excellent,Outstanding,61.26333333,1.872765957,Excellent
401685,Miraya Dayal,Sales,Account Manager,60,71.84,99.47,3.7,76.83,50,4.4,1,No,Excellent,Average,45.18,1.5366,Excellent
363762,Stuvan Verma,HR,HR Manager,91,62.38,92.08,3.1,93.77,42,4.7,23,Yes,Good,Outstanding,52.16,2.232619048,Excellent
488108,Vihaan Varghese,HR,Employee Relations,86,75.24,89.7,3.9,94.16,37,4.5,8,Yes,Average,Good,55.04666667,2.544864865,Excellent
399562,Lagan Bajwa,Sales,Sales Executive,72,74.95,86.63,3,88.1,50,3.3,22,No,Average,Average,49.98333333,1.762,Average
808996,Aradhya Chaudhuri,HR,Employee Relations,77,73.91,90.22,3.6,77.5,37,4.4,12,No,Good,Good,51.50333333,2.094594595,Excellent
402302,Divit Rajagopal,Marketing,SEO Specialist,66,84.67,79.1,3.8,71.76,43,3.8,6,No,Poor,Average,51.49,1.668837209,Average
879751,Alia Balasubramanian,Sales,Business Development,67,84.77,98.68,3.3,93.06,37,4.4,24,No,Excellent,Average,51.69,2.515135135,Excellent
308048,Dhruv Babu,HR,Recruitment Specialist,91,90.55,79.89,4.4,84.26,40,4.5,24,Yes,Poor,Outstanding,61.98333333,2.1065,Excellent
786418,Aayush Dar,IT,Cybersecurity Specialist,70,70.15,81.4,4.3,71.92,48,3.1,15,No,Average,Average,48.15,1.498333333,Average
882537,Nayantara Edwin,Finance,Financial Analyst,74,84.51,82.61,3.7,99.65,38,4,18,No,Average,Average,54.07,2.622368421,Excellent
235703,Rasha Kothari,IT,Software Engineer,77,92.74,82.77,5,94.58,55,3.7,28,No,Average,Good,58.24666667,1.719636364,Average
859541,Mohanlal Kunda,Sales,Account Manager,67,71.01,80.16,3,79.62,51,3.1,8,No,Average,Average,47.00333333,1.561176471,Average
197224,Misha Bhargava,HR,HR Manager,70,61.26,99.12,3.7,94.03,51,3.9,0,No,Excellent,Average,44.98666667,1.84372549,Average
511364,Ishita Varma,Sales,Business Development,55,65.55,85.32,4.4,83.68,53,4.2,6,No,Average,Needs Improvement,41.65,1.578867925,Excellent
118799,Amani Gill,Finance,Accountant,98,86.44,97.96,4.4,70.79,36,3.4,28,No,Excellent,Outstanding,62.94666667,1.966388889,Average
674778,Nayantara Bir,Sales,Account Manager,55,92.89,83,4.2,77.92,54,3.3,23,No,Average,Needs Improvement,50.69666667,1.442962963,Average
418635,Rhea Gole,IT,Software Engineer,70,61.26,85.76,3.9,80.92,41,4.2,4,No,Average,Average,45.05333333,1.973658537,Excellent
936670,Krish Bali,IT,Data Analyst,52,86.9,88.68,4.1,88.65,48,3.5,10,No,Average,Needs Improvement,47.66666667,1.846875,Average
726742,Nitya Mangal,IT,Software Engineer,92,72.41,77.62,3.3,92.52,41,3.8,10,No,Poor,Outstanding,55.90333333,2.256585366,Average
936736,Hrishita Tank,Finance,Accountant,62,65.11,88.21,4.3,75.91,52,4.6,0,No,Average,Average,43.80333333,1.459807692,Excellent
581644,Ivana Chandra,Sales,Sales Executive,56,76.23,98.59,4.9,76.37,51,5,28,No,Excellent,Needs Improvement,45.71,1.49745098,Excellent
510131,Ishaan Biswas,Marketing,Marketing Executive,52,66.53,90.69,4.2,90.86,48,4.8,15,No,Good,Needs Improvement,40.91,1.892916667,Excellent
294626,Miraan Bali,Finance,Accountant,93,78.19,90.77,3.7,76.85,48,4.7,15,Yes,Good,Outstanding,58.29666667,1.601041667,Excellent
573387,Taran Jha,IT,Cybersecurity Specialist,88,61.65,79.11,4.8,70.84,48,4.4,10,Yes,Poor,Good,51.48333333,1.475833333,Excellent
784768,Anika Salvi,Marketing,Marketing Executive,74,84.7,83.71,3.9,90.73,35,4.4,18,No,Average,Average,54.2,2.592285714,Excellent
